batch_group,description,extraction_priority,publisher_or_brand_guess,authority_level_guess,document_kind_guess,equipment_scope_guess,page_count,text_quality,recommended_extraction_mode,size_mb,path
phase1_keep_text,phase1 p1+p2 text/mixed hvac corpus,P2,格力,oem_manual,technical_manual,centrifugal_chiller,72,text,doc_level_single_call,17,/Users/asteroida/work/KnowFabric/storage/authority_sources/hvac/_phase1_batch/chiller_cn/unknown/CVE永磁同步离心机.pdf
phase1_keep_text,phase1 p1+p2 text/mixed hvac corpus,P2,格力,oem_manual,technical_manual,centrifugal_chiller,66,text,doc_level_single_call,15,/Users/asteroida/work/KnowFabric/storage/authority_sources/hvac/_phase1_batch/chiller_cn/unknown/CC系列离心机说明书.pdf
phase1_keep_text,phase1 p1+p2 text/mixed hvac corpus,P2,格力,oem_manual,technical_manual,centrifugal_chiller,74,text,doc_level_single_call,15,/Users/asteroida/work/KnowFabric/storage/authority_sources/hvac/_phase1_batch/chiller_cn/unknown/ce系列离心式冷水机组.pdf
phase1_keep_text,phase1 p1+p2 text/mixed hvac corpus,P2,顿汉布什,oem_manual,operation_installation_manual,screw_chiller,38,mixed,doc_level_single_call,13,/Users/asteroida/work/KnowFabric/storage/authority_sources/hvac/_phase1_batch/chiller_cn/顿汉布什/风冷螺杆冷水机组安装操作维修说明书.pdf
phase1_keep_text,phase1 p1+p2 text/mixed hvac corpus,P2,其他,oem_manual,operation_installation_manual,screw_chiller,38,mixed,doc_level_single_call,12,/Users/asteroida/work/KnowFabric/storage/authority_sources/hvac/_phase1_batch/chiller_cn/其他/顿汉布什风冷螺杆冷水机组安装操作维修说明书.pdf
phase1_keep_text,phase1 p1+p2 text/mixed hvac corpus,P2,格力,oem_manual,operation_installation_manual,centrifugal_chiller,66,text,doc_level_single_call,12,/Users/asteroida/work/KnowFabric/storage/authority_sources/hvac/_phase1_batch/chiller_cn/unknown/CC系列离心式冷水机组安装调试说明书.pdf
phase1_keep_text,phase1 p1+p2 text/mixed hvac corpus,P2,格力,oem_manual,operation_installation_manual,water_source_heat_pump,69,text,doc_level_single_call,12,/Users/asteroida/work/KnowFabric/storage/authority_sources/hvac/_phase1_batch/chiller_cn/unknown/高效水源热泵螺杆机组安装调试说明书.pdf
phase1_keep_text,phase1 p1+p2 text/mixed hvac corpus,P2,格力,oem_manual,operation_installation_manual,centrifugal_chiller,66,text,doc_level_single_call,12,/Users/asteroida/work/KnowFabric/storage/authority_sources/hvac/_phase1_batch/chiller_cn/unknown/CC系列离心式冷水机组安装维护运行说明书.pdf
phase1_keep_text,phase1 p1+p2 text/mixed hvac corpus,P2,格力,oem_manual,operation_installation_manual,centrifugal_chiller,74,text,doc_level_single_call,11,/Users/asteroida/work/KnowFabric/storage/authority_sources/hvac/_phase1_batch/chiller_cn/unknown/CE系列离心式冷水机组安装维护运行说明书.pdf
phase1_keep_text,phase1 p1+p2 text/mixed hvac corpus,P2,格力,oem_manual,technical_manual,centrifugal_chiller,20,text,doc_level_single_call,9,/Users/asteroida/work/KnowFabric/storage/authority_sources/hvac/_phase1_batch/chiller_cn/unknown/光伏直驱变频离心机组触摸屏用户说明书.pdf
phase1_keep_text,phase1 p1+p2 text/mixed hvac corpus,P2,格力,oem_manual,technical_manual,screw_chiller,97,text,doc_level_single_call,8,/Users/asteroida/work/KnowFabric/storage/authority_sources/hvac/_phase1_batch/chiller_cn/unknown/LM系列螺杆式风冷(热)水机组(R22).pdf
phase1_keep_text,phase1 p1+p2 text/mixed hvac corpus,P2,欧科,oem_manual,technical_manual,screw_chiller,48,text,doc_level_single_call,7,/Users/asteroida/work/KnowFabric/storage/authority_sources/hvac/_phase1_batch/chiller_cn/欧科/EKAS系列-螺杆式风冷冷水(热泵)(含热回收)机组样本(1012版).pdf
phase1_keep_text,phase1 p1+p2 text/mixed hvac corpus,P2,格力,oem_manual,technical_manual,screw_chiller,52,text,doc_level_single_call,7,/Users/asteroida/work/KnowFabric/storage/authority_sources/hvac/_phase1_batch/chiller_cn/unknown/YCBLG系列半封闭螺杆式低温液体冷却机组随机说明书.pdf
phase1_keep_text,phase1 p1+p2 text/mixed hvac corpus,P2,格力,oem_manual,technical_manual,screw_chiller,15,text,doc_level_single_call,6,/Users/asteroida/work/KnowFabric/storage/authority_sources/hvac/_phase1_batch/chiller_cn/unknown/高能效水冷螺杆机组触摸屏用户说明书.pdf
phase1_keep_text,phase1 p1+p2 text/mixed hvac corpus,P2,格力,oem_manual,technical_manual,centrifugal_chiller,45,text,doc_level_single_call,5,/Users/asteroida/work/KnowFabric/storage/authority_sources/hvac/_phase1_batch/chiller_cn/unknown/CE系列离心式水冷冷水机组用户说明书.pdf
phase1_keep_text,phase1 p1+p2 text/mixed hvac corpus,P2,格力,oem_manual,technical_manual,centrifugal_chiller,45,text,doc_level_single_call,5,/Users/asteroida/work/KnowFabric/storage/authority_sources/hvac/_phase1_batch/chiller_cn/unknown/CE系列离心式水冷冷水机组用户说明书(1).pdf
phase1_keep_text,phase1 p1+p2 text/mixed hvac corpus,P2,麦克维尔,oem_manual,technical_manual,screw_chiller,12,text,doc_level_single_call,5,/Users/asteroida/work/KnowFabric/storage/authority_sources/hvac/_phase1_batch/chiller_cn/unknown/开拓者系列螺杆式风冷热泵机组FEA.pdf
phase1_keep_text,phase1 p1+p2 text/mixed hvac corpus,P2,天加,oem_manual,operation_installation_manual,screw_chiller,32,text,doc_level_single_call,4,/Users/asteroida/work/KnowFabric/storage/authority_sources/hvac/_phase1_batch/chiller_cn/天加/水冷螺杆式冷水机组操作使用说明书.3.pdf
phase1_keep_text,phase1 p1+p2 text/mixed hvac corpus,P2,格力,oem_manual,technical_manual,centrifugal_chiller,38,text,doc_level_single_call,4,/Users/asteroida/work/KnowFabric/storage/authority_sources/hvac/_phase1_batch/chiller_cn/unknown/CVS系列光伏直驱变频离心式冷水机组用户说明书(1).pdf
phase1_keep_text,phase1 p1+p2 text/mixed hvac corpus,P2,格力,oem_manual,technical_manual,centrifugal_chiller,38,text,doc_level_single_call,4,/Users/asteroida/work/KnowFabric/storage/authority_sources/hvac/_phase1_batch/chiller_cn/unknown/CVS系列光伏直驱变频离心式冷水机组用户说明书.pdf
phase1_keep_text,phase1 p1+p2 text/mixed hvac corpus,P2,麦克维尔,oem_manual,technical_manual,screw_chiller,17,text,doc_level_single_call,4,/Users/asteroida/work/KnowFabric/storage/authority_sources/hvac/_phase1_batch/chiller_cn/unknown/大型风冷螺杆冷水&热泵机组R407C-FEA.pdf
phase1_keep_text,phase1 p1+p2 text/mixed hvac corpus,P2,格力,oem_manual,technical_manual,water_source_heat_pump,33,text,doc_level_single_call,3,/Users/asteroida/work/KnowFabric/storage/authority_sources/hvac/_phase1_batch/chiller_cn/unknown/LSHE系列(R134a)高效水源热泵螺杆机组用户说明书.pdf
phase1_keep_text,phase1 p1+p2 text/mixed hvac corpus,P2,日立,oem_manual,operation_installation_manual,screw_chiller,49,text,doc_level_single_call,2,/Users/asteroida/work/KnowFabric/storage/authority_sources/hvac/_phase1_batch/chiller_cn/日立/风冷热泵H系列螺杆机组手册（49页）.pdf
phase1_keep_text,phase1 p1+p2 text/mixed hvac corpus,P2,其他,oem_manual,operation_installation_manual,chiller,9,text,doc_level_single_call,1,/Users/asteroida/work/KnowFabric/storage/authority_sources/hvac/_phase1_batch/chiller_cn/其他/冷水机组控制器_E5226维修手册_9页.pdf
phase1_keep_text,phase1 p1+p2 text/mixed hvac corpus,P2,天加,oem_manual,operation_installation_manual,screw_chiller,46,text,doc_level_single_call,1,/Users/asteroida/work/KnowFabric/storage/authority_sources/hvac/_phase1_batch/chiller_cn/天加/满液式水源螺杆热泵机组(用户手册)（46页）.pdf
phase1_keep_text,phase1 p1+p2 text/mixed hvac corpus,P2,日立,oem_manual,operation_installation_manual,screw_chiller,48,text,doc_level_single_call,1,/Users/asteroida/work/KnowFabric/storage/authority_sources/hvac/_phase1_batch/chiller_cn/日立/RCU螺杆冷冻机组安装维护技术手册（48页）.pdf
phase1_keep_text,phase1 p1+p2 text/mixed hvac corpus,P2,其他,oem_manual,operation_installation_manual,air_cooled_modular_heat_pump,7,text,doc_level_single_call,0,/Users/asteroida/work/KnowFabric/storage/authority_sources/hvac/_phase1_batch/chiller_cn/其他/模块化风冷冷水热泵机组报警代码和维修步骤.pdf
phase1_keep_text,phase1 p1+p2 text/mixed hvac corpus,P2,国祥,oem_manual,operation_installation_manual,screw_chiller,10,text,doc_level_single_call,0,/Users/asteroida/work/KnowFabric/storage/authority_sources/hvac/_phase1_batch/chiller_cn/国祥/螺杆机控制界面用户手册.pdf
phase1_keep_text,phase1 p1+p2 text/mixed hvac corpus,P2,国祥,oem_manual,technical_manual,screw_chiller,10,text,doc_level_single_call,0,/Users/asteroida/work/KnowFabric/storage/authority_sources/hvac/_phase1_batch/chiller_cn/国祥/螺杆机控制界面.pdf
phase1_keep_text,phase1 p1+p2 text/mixed hvac corpus,P2,国祥,oem_manual,operation_installation_manual,screw_chiller,28,text,doc_level_single_call,0,/Users/asteroida/work/KnowFabric/storage/authority_sources/hvac/_phase1_batch/chiller_cn/国祥/王牌KCA风冷式双螺杆热泵机组技术手册（28页）.pdf
phase1_keep_text,phase1 p1+p2 text/mixed hvac corpus,P2,国祥,oem_manual,operation_installation_manual,screw_chiller,28,text,doc_level_single_call,0,/Users/asteroida/work/KnowFabric/storage/authority_sources/hvac/_phase1_batch/chiller_cn/国祥/王牌风冷式双螺杆热泵机组操作说明书（28页）.pdf
phase1_keep_text,phase1 p1+p2 text/mixed hvac corpus,P2,欧科,oem_manual,operation_installation_manual,air_cooled_modular_heat_pump,7,text,doc_level_single_call,0,/Users/asteroida/work/KnowFabric/storage/authority_sources/hvac/_phase1_batch/chiller_cn/欧科/模块化风冷冷水热泵机组报警代码和维修步骤.pdf
phase1_keep_text,phase1 p1+p2 text/mixed hvac corpus,P2,顿汉布什,oem_manual,operation_installation_manual,screw_chiller,35,text,doc_level_single_call,0,/Users/asteroida/work/KnowFabric/storage/authority_sources/hvac/_phase1_batch/chiller_cn/顿汉布什/风冷螺杆安装操作说明书.pdf
phase1_keep_text,phase1 p1+p2 text/mixed hvac corpus,P2,ASHRAE,industry_standard,standard_reference,standard_reference,76,text,doc_level_single_call,5,/Users/asteroida/work/KnowFabric/storage/authority_sources/hvac/_phase1_batch/standards/ASHRAE/ASHRAE_Standard_55-2023_Thermal_Comfort.pdf
phase1_keep_text,phase1 p1+p2 text/mixed hvac corpus,P2,ASHRAE,industry_standard,standard_reference,standard_reference,19,mixed,doc_level_single_call,3,/Users/asteroida/work/KnowFabric/storage/authority_sources/hvac/_phase1_batch/standards/ASHRAE/ASHRAE_211能源审计最佳实践.pdf
phase1_keep_text,phase1 p1+p2 text/mixed hvac corpus,P2,ASHRAE,industry_standard,standard_reference,standard_reference,90,text,doc_level_single_call,1,/Users/asteroida/work/KnowFabric/storage/authority_sources/hvac/_phase1_batch/standards/ASHRAE/ASHRAE_Standard_62.1-2022_Ventilation_IAQ.pdf
