batch_group,batch_reason,extraction_priority,publisher_or_brand_guess,authority_level_guess,document_kind_guess,equipment_scope_guess,page_count,text_quality,recommended_extraction_mode,size_mb,path
B_oem_manual_text_first,text-extractable OEM operation/service/technical manuals; catalogs excluded,P1_batch_extract,Midea,oem_manual_or_vendor_doc,technical_manual,air_cooled_chiller_heat_pump,121,good_text,doc_level_single_call,2.3,/Volumes/TSD302/pan/a00238/09、美的/美的技术手册/【美的】LSQWRF风冷热泵模块机技术手册（121页）-制冷百家网.pdf
B_oem_manual_text_first,text-extractable OEM operation/service/technical manuals; catalogs excluded,P1_batch_extract,Trane,oem_manual_or_vendor_doc,technical_manual,air_cooled_chiller_heat_pump,148,good_text,doc_level_single_call,11.03,/Volumes/TSD302/pan/a00238/05、特灵中央空调/特灵/【特灵】CGAM风冷热泵机组技术手册（148页）-制冷百家网.pdf
B_oem_manual_text_first,text-extractable OEM operation/service/technical manuals; catalogs excluded,P1_batch_extract,Midea,oem_manual_or_vendor_doc,technical_manual,air_cooled_chiller_heat_pump,148,good_text,doc_level_single_call,6.64,/Volumes/TSD302/pan/a00238/09、美的/美的技术手册/【美的】风冷热泵模块机组技术手册 （C、G、H系列）148页-制冷百家网.pdf
B_oem_manual_text_first,text-extractable OEM operation/service/technical manuals; catalogs excluded,P1_batch_extract,Gree,oem_manual_or_vendor_doc,technical_manual,centrifugal_chiller,160,good_text,doc_level_single_call,4.39,/Volumes/TSD302/pan/a00238/02、格力/技术手册/【格力】风管机技术服务手册（160页）.pdf
B_oem_manual_text_first,text-extractable OEM operation/service/technical manuals; catalogs excluded,P1_batch_extract,Hitachi,oem_manual_or_vendor_doc,fault_code_reference,"controller,fault_code",2,good_text,doc_level_single_call,0.09,/Volumes/TSD302/pan/a00238/12、日立空调/技术手册/【日立】日立商用中央空调-故障代码表.pdf
B_oem_manual_text_first,text-extractable OEM operation/service/technical manuals; catalogs excluded,P1_batch_extract,McQuay/Daikin,oem_manual_or_vendor_doc,fault_code_reference,fault_code,2,good_text,doc_level_single_call,0.12,/Volumes/TSD302/pan/a00238/06、麦克维尔/技术手册/【麦克维尔】MAC机组_《故障代码及处理方法》手册-.pdf
B_oem_manual_text_first,text-extractable OEM operation/service/technical manuals; catalogs excluded,P1_batch_extract,Midea,oem_manual_or_vendor_doc,fault_code_reference,"vrf_vrv,fault_code",25,partial_text,doc_level_single_call,3.72,/Volumes/TSD302/pan/a00238/09、美的/美的技术手册/【美的】MDV4+多联机故障代码及维修流程图手册（25页）-制冷百家网.pdf
B_oem_manual_text_first,text-extractable OEM operation/service/technical manuals; catalogs excluded,P1_batch_extract,Daikin,oem_manual_or_vendor_doc,service_manual,"controller,fault_code",1,good_text,doc_level_single_call,0.04,/Volumes/TSD302/pan/a00238/01、大金中央空调/技术、维修手册/【大金】空调故障代码一览表（2012版本）制冷百家网.pdf
B_oem_manual_text_first,text-extractable OEM operation/service/technical manuals; catalogs excluded,P1_batch_extract,McQuay/Daikin,oem_manual_or_vendor_doc,technical_manual,screw_chiller,7,good_text,doc_level_single_call,0.21,/Volumes/TSD302/pan/a00238/06、麦克维尔/技术手册/【麦克维尔】螺杆冷水机组维修保养手册-制冷百家网.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,Kingair,oem_manual_or_vendor_doc,technical_manual,"screw_chiller,air_cooled_chiller_heat_pump",,unknown,doc_level_single_call,0.46,/Volumes/TSD302/pan/a00238/21、国祥/【国祥】王牌KCA风冷式双螺杆热泵机组技术手册（28页）.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,Kingair,oem_manual_or_vendor_doc,operation_installation_manual,"screw_chiller,air_cooled_chiller_heat_pump",,unknown,doc_level_single_call,0.46,/Volumes/TSD302/pan/a00238/21、国祥/【国祥】王牌风冷式双螺杆热泵机组操作说明书（28页）.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,McQuay/Daikin,oem_manual_or_vendor_doc,technical_manual,"screw_chiller,air_cooled_chiller_heat_pump",,unknown,doc_level_single_call,0.89,/Volumes/TSD302/pan/a00238/06、麦克维尔/技术手册/【麦克维尔】MCSMHS大型风冷螺杆冷水热泵机组手册.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,Daikin,vendor_training_or_internal,fault_code_reference,"vrf_vrv,fault_code",9,low_or_no_text,ocr_or_multimodal_first,0.66,/Volumes/TSD302/pan/a00238/01、大金中央空调/培训/大金 VRV 根据故障代码（排除故障方法）.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,Haier,oem_manual_or_vendor_doc,technical_manual,air_cooled_chiller_heat_pump,16,low_or_no_text,ocr_or_multimodal_first,2.74,/Volumes/TSD302/pan/a00238/08、海尔中央空调/海尔技术手册/【海尔】风冷冷水机组调试维护手册-制冷百家网.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,Dunham-Bush,oem_manual_or_vendor_doc,operation_installation_manual,screw_chiller,18,low_or_no_text,ocr_or_multimodal_first,13.08,/Volumes/TSD302/pan/a00238/18、顿汉布什/【顿汉布什】WCFX-R-螺杆式冷水机组操作说明书.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,Haier,oem_manual_or_vendor_doc,technical_manual,centrifugal_chiller,20,low_or_no_text,ocr_or_multimodal_first,21.02,/Volumes/TSD302/pan/a00238/08、海尔中央空调/海尔技术手册/【海尔】磁悬浮变频离心机组手册-制冷百家网.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,Haier,vendor_training_or_internal,technical_manual,air_cooled_chiller_heat_pump,32,low_or_no_text,ocr_or_multimodal_first,3.4,/Volumes/TSD302/pan/a00238/08、海尔中央空调/海尔技术手册/【海尔】风冷模块式冷热水机组培训手册（32页）-制冷百家网.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,TICA,oem_manual_or_vendor_doc,operation_installation_manual,air_cooled_chiller_heat_pump,35,low_or_no_text,ocr_or_multimodal_first,11.34,/Volumes/TSD302/pan/a00238/13、天加中央空调/【天加 】模块化风冷式冷(热)水机组D-安装操作手册.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,Haier,oem_manual_or_vendor_doc,service_manual,air_cooled_chiller_heat_pump,37,low_or_no_text,ocr_or_multimodal_first,5.64,/Volumes/TSD302/pan/a00238/08、海尔中央空调/海尔技术手册/【海尔】65C风冷模块机安装维修手册（37页）-制冷百家网.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,York/JCI,oem_manual_or_vendor_doc,operation_installation_manual,screw_chiller,42,low_or_no_text,ocr_or_multimodal_first,9.33,/Volumes/TSD302/pan/a00238/04、约克中央空调/约克技术手册/【约克】YBWC约克水冷螺杆式冷水机组安装操作维护手册（42页）-制冷百家网.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,Hitachi,oem_manual_or_vendor_doc,technical_manual,screw_chiller,45,low_or_no_text,ocr_or_multimodal_first,6.43,/Volumes/TSD302/pan/a00238/12、日立空调/技术手册/【日立】水冷低温螺杆式冷水机组手册.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,Mitsubishi Heavy Industries,oem_manual_or_vendor_doc,controller_manual,controller,50,low_or_no_text,ocr_or_multimodal_first,1.85,/Volumes/TSD302/pan/a00238/07、三菱重工/技术手册/【三菱重工】新超级链接系统控制器技术手册（50页）.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,York/JCI,oem_manual_or_vendor_doc,technical_manual,centrifugal_chiller,51,low_or_no_text,ocr_or_multimodal_first,7.83,/Volumes/TSD302/pan/a00238/04、约克中央空调/约克技术手册/【约克】R134a YK系列 离心式冷水机组-操作维护手册（51页）-制冷百家网.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,York/JCI,oem_manual_or_vendor_doc,service_manual,screw_chiller,52,low_or_no_text,ocr_or_multimodal_first,3.93,/Volumes/TSD302/pan/a00238/04、约克中央空调/约克技术手册/【约克】YEWS-C水冷螺杆式冷水机组维修手册（52页）-制冷百家网.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,York/JCI,oem_manual_or_vendor_doc,service_manual,screw_chiller,69,low_or_no_text,ocr_or_multimodal_first,18.82,/Volumes/TSD302/pan/a00238/04、约克中央空调/约克技术手册/【约克】YEAS+螺杆式空气源热泵控制系统和电气维修手册（69页）-制冷百家网.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,Mitsubishi Heavy Industries,oem_manual_or_vendor_doc,technical_manual,"centrifugal_chiller,water_source_heat_pump",73,low_or_no_text,ocr_or_multimodal_first,19.34,/Volumes/TSD302/pan/a00238/07、三菱重工/技术手册/【三菱重工】ETW离心高温水源热泵技术手册（73页）.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,Carrier,oem_manual_or_vendor_doc,technical_manual,screw_chiller,73,low_or_no_text,ocr_or_multimodal_first,18.01,/Volumes/TSD302/pan/a00238/03、开利中央空调/技术手册/【开利】30HXC130A-400A螺杆机运行、维护手册-制冷百家网.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,York/JCI,oem_manual_or_vendor_doc,technical_manual,screw_chiller,80,low_or_no_text,ocr_or_multimodal_first,7.64,/Volumes/TSD302/pan/a00238/04、约克中央空调/约克技术手册/【约克】RWF2螺杆式机组安装运行维护手册（80页）-制冷百家网.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,Carrier,oem_manual_or_vendor_doc,technical_manual,centrifugal_chiller,94,low_or_no_text,ocr_or_multimodal_first,4.54,/Volumes/TSD302/pan/a00238/03、开利中央空调/技术手册/【开利】19XL-离心式冷水机组开机运行及维护说明书94页-制冷百家网.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,McQuay/Daikin,oem_manual_or_vendor_doc,technical_manual,centrifugal_chiller,95,low_or_no_text,ocr_or_multimodal_first,16.88,/Volumes/TSD302/pan/a00238/06、麦克维尔/技术手册/【麦克维尔】离心机技术资料合成本（95页）-制冷百家网.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,Carrier,oem_manual_or_vendor_doc,technical_manual,centrifugal_chiller,97,low_or_no_text,ocr_or_multimodal_first,9.82,/Volumes/TSD302/pan/a00238/03、开利中央空调/技术手册/【开利】19XR离心式冷水机组开机运行维护说明书-制冷百家网.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,Carrier,oem_manual_or_vendor_doc,technical_manual,centrifugal_chiller,97,low_or_no_text,ocr_or_multimodal_first,9.82,/Volumes/TSD302/pan/a00238/03、开利中央空调/技术手册/【开利】19XR离心机开机运行维护说明书97页-制冷百家网.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,York/JCI,oem_manual_or_vendor_doc,technical_manual,centrifugal_chiller,123,low_or_no_text,ocr_or_multimodal_first,38.22,/Volumes/TSD302/pan/a00238/04、约克中央空调/约克技术手册/【约克】YK系列离心机操作维护手册（123页）-制冷百家网.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,Hitachi,oem_manual_or_vendor_doc,technical_manual,general_hvac,,unknown,doc_level_single_call,5.48,/Volumes/TSD302/pan/a00238/12、日立空调/技术手册/【日立】家用中央空调设计使用手册.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,Gree,oem_manual_or_vendor_doc,service_manual,general_hvac,,unknown,doc_level_single_call,1.52,/Volumes/TSD302/pan/a00238/02、格力/技术手册/【格力】free直变分体系列空调维修手册.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,Gree,oem_manual_or_vendor_doc,technical_manual,general_hvac,8,low_or_no_text,ocr_or_multimodal_first,14.29,/Volumes/TSD302/pan/a00238/02、格力/技术手册/【格力】家用中央空调安装手册-.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,Daikin,oem_manual_or_vendor_doc,service_manual,general_hvac,9,low_or_no_text,ocr_or_multimodal_first,3.14,/Volumes/TSD302/pan/a00238/01、大金中央空调/技术、维修手册/【大金】HRV全热交换器使用说明书制冷百家网.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,McQuay/Daikin,oem_manual_or_vendor_doc,technical_manual,general_hvac,11,low_or_no_text,ocr_or_multimodal_first,2.41,/Volumes/TSD302/pan/a00238/06、麦克维尔/技术手册/【麦克维尔】PFS安装维护手册-.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,Daikin,oem_manual_or_vendor_doc,service_manual,vrf_vrv,12,low_or_no_text,ocr_or_multimodal_first,6.45,/Volumes/TSD302/pan/a00238/01、大金中央空调/技术、维修手册/【大金】RHXY、RCXY系列VRV3使用说明书制冷百家网.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,Daikin,oem_manual_or_vendor_doc,service_manual,vrf_vrv,14,low_or_no_text,ocr_or_multimodal_first,9.41,/Volumes/TSD302/pan/a00238/01、大金中央空调/技术、维修手册/【大金】VRV无线遥控器使用说明书制冷百家网.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,Daikin,oem_manual_or_vendor_doc,service_manual,general_hvac,18,low_or_no_text,ocr_or_multimodal_first,2.88,/Volumes/TSD302/pan/a00238/01、大金中央空调/技术、维修手册/【大金】EEHS系列冷暖技术手册制冷百家网.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,Midea,oem_manual_or_vendor_doc,technical_manual,general_hvac,18,low_or_no_text,ocr_or_multimodal_first,6.71,/Volumes/TSD302/pan/a00238/09、美的/美的技术手册/【美的】第三代智能变频中央空调(室外机)安装说明书（18页）-制冷百家网.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,Carrier,oem_manual_or_vendor_doc,technical_manual,general_hvac,28,low_or_no_text,ocr_or_multimodal_first,1.67,/Volumes/TSD302/pan/a00238/03、开利中央空调/技术手册/【开利】30GQ080-120安装开机及维修说明书-制冷百家网.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,Carrier,oem_manual_or_vendor_doc,technical_manual,general_hvac,28,low_or_no_text,ocr_or_multimodal_first,1.67,/Volumes/TSD302/pan/a00238/03、开利中央空调/技术手册/【开利】30GQ080-120安装开机及维修说明书28页-制冷百家网.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,Dunham-Bush,oem_manual_or_vendor_doc,service_manual,general_hvac,28,low_or_no_text,ocr_or_multimodal_first,52.51,/Volumes/TSD302/pan/a00238/18、顿汉布什/【顿汉布什】中央空调维修手册.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,McQuay/Daikin,oem_manual_or_vendor_doc,technical_manual,general_hvac,30,low_or_no_text,ocr_or_multimodal_first,2.04,/Volumes/TSD302/pan/a00238/06、麦克维尔/技术手册/（制冷百家）麦克维尔MAC模块机应用手册2-制冷百家网.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,Daikin,oem_manual_or_vendor_doc,service_manual,vrf_vrv,39,low_or_no_text,ocr_or_multimodal_first,3.93,/Volumes/TSD302/pan/a00238/01、大金中央空调/技术、维修手册/【大金】VRV自由冷暖变频空调技术手册（39页）制冷百家网.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,Carrier,oem_manual_or_vendor_doc,technical_manual,general_hvac,39,low_or_no_text,ocr_or_multimodal_first,6.85,/Volumes/TSD302/pan/a00238/03、开利中央空调/技术手册/【开利】30RB30RQ039-160电气手册（39页）-制冷百家网.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,Carrier,oem_manual_or_vendor_doc,service_manual,general_hvac,39,low_or_no_text,ocr_or_multimodal_first,6.85,/Volumes/TSD302/pan/a00238/03、开利中央空调/技术手册/【开利】中央空调30RB、30RQ电气维修手册（39页）-制冷百家网.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,Midea,vendor_training_or_internal,service_manual,general_hvac,39,low_or_no_text,ocr_or_multimodal_first,17.05,/Volumes/TSD302/pan/a00238/09、美的/培训/美的中央空调维修手册 1 1.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,Midea,vendor_training_or_internal,service_manual,general_hvac,39,low_or_no_text,ocr_or_multimodal_first,17.05,/Volumes/TSD302/pan/a00238/09、美的/培训/美的中央空调维修手册 1.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,Midea,vendor_training_or_internal,service_manual,general_hvac,39,low_or_no_text,ocr_or_multimodal_first,17.05,/Volumes/TSD302/pan/a00238/09、美的/培训/美的中央空调维修手册.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,Daikin,oem_manual_or_vendor_doc,service_manual,general_hvac,46,low_or_no_text,ocr_or_multimodal_first,242.28,/Volumes/TSD302/pan/a00238/01、大金中央空调/技术、维修手册/【大金】R系列空调技术维修手册制冷百家网.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,Hitachi,oem_manual_or_vendor_doc,technical_manual,general_hvac,51,low_or_no_text,ocr_or_multimodal_first,18.66,/Volumes/TSD302/pan/a00238/12、日立空调/技术手册/【日立】KX系列气冷涡旋式冷冻机技术手册（52页）.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,Hitachi,oem_manual_or_vendor_doc,technical_manual,general_hvac,52,low_or_no_text,ocr_or_multimodal_first,4.28,/Volumes/TSD302/pan/a00238/12、日立空调/技术手册/【日立】水冷式冷水机组安装、使用、维护说明书.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,Daikin,vendor_training_or_internal,operation_installation_manual,vrf_vrv,54,low_or_no_text,ocr_or_multimodal_first,4.67,/Volumes/TSD302/pan/a00238/01、大金中央空调/培训/大金空调三管制详解培训.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,Hitachi,oem_manual_or_vendor_doc,operation_installation_manual,vrf_vrv,62,low_or_no_text,ocr_or_multimodal_first,3.39,/Volumes/TSD302/pan/a00238/12、日立空调/技术手册/【日立】日立多联机安装维修操作手册.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,Hitachi,oem_manual_or_vendor_doc,technical_manual,general_hvac,64,low_or_no_text,ocr_or_multimodal_first,51.2,/Volumes/TSD302/pan/a00238/12、日立空调/技术手册/【日立】中央空调故障点速查手册.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,Mitsubishi Heavy Industries,oem_manual_or_vendor_doc,service_manual,general_hvac,68,low_or_no_text,ocr_or_multimodal_first,8.25,/Volumes/TSD302/pan/a00238/07、三菱重工/技术手册/【三菱重工】SPA空气清新机工厂维修手册（68页）.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,Daikin,oem_manual_or_vendor_doc,service_manual,vrf_vrv,80,low_or_no_text,ocr_or_multimodal_first,14.27,/Volumes/TSD302/pan/a00238/01、大金中央空调/技术、维修手册/【大金】VRV X多联机技术手册（80页）.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,York/JCI,oem_manual_or_vendor_doc,technical_manual,general_hvac,80,low_or_no_text,ocr_or_multimodal_first,171.18,/Volumes/TSD302/pan/a00238/04、约克中央空调/约克技术手册/【约克】YS（E）显示屏操作指导手册（80页）-制冷百家网.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,Carrier,oem_manual_or_vendor_doc,technical_manual,general_hvac,83,low_or_no_text,ocr_or_multimodal_first,6.13,/Volumes/TSD302/pan/a00238/03、开利中央空调/技术手册/【开利】16DN直燃型溴化锂机组开机运行及维护手册（89页）-制冷百家网.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,Haier,oem_manual_or_vendor_doc,technical_manual,water_source_heat_pump,89,low_or_no_text,ocr_or_multimodal_first,21.46,/Volumes/TSD302/pan/a00238/08、海尔中央空调/海尔技术手册/【海尔】ACG水源热泵技术手册（89页）-制冷百家网.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,Mitsubishi Heavy Industries,oem_manual_or_vendor_doc,technical_manual,general_hvac,94,low_or_no_text,ocr_or_multimodal_first,5.92,/Volumes/TSD302/pan/a00238/07、三菱重工/技术手册/【三菱重工】MJA定频商用机技术手册（94页）.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,Daikin,oem_manual_or_vendor_doc,service_manual,general_hvac,115,low_or_no_text,ocr_or_multimodal_first,6.01,/Volumes/TSD302/pan/a00238/01、大金中央空调/技术、维修手册/【大金】CUW、ZUW系列水冷机组维修资料制冷百家网.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,Mitsubishi Heavy Industries,oem_manual_or_vendor_doc,technical_manual,vrf_vrv,138,low_or_no_text,ocr_or_multimodal_first,83.92,/Volumes/TSD302/pan/a00238/07、三菱重工/技术手册/【三菱重工】变频多联空调技术手册（138页）.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,Daikin,oem_manual_or_vendor_doc,service_manual,general_hvac,141,low_or_no_text,ocr_or_multimodal_first,4.15,/Volumes/TSD302/pan/a00238/01、大金中央空调/技术、维修手册/【大金】压缩机维修手册（141页）制冷百家网.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,Trane,vendor_training_or_internal,service_manual,general_hvac,159,low_or_no_text,ocr_or_multimodal_first,3.93,/Volumes/TSD302/pan/a00238/05、特灵中央空调/培训/特灵冷水机组培训维修手册.pdf
C_ocr_multimodal_hold,valuable manuals but low text extraction; hold for OCR/multimodal route,P2_needs_ocr_or_visual_check,Gree,oem_manual_or_vendor_doc,service_manual,vrf_vrv,167,low_or_no_text,ocr_or_multimodal_first,32.79,/Volumes/TSD302/pan/a00238/02、格力/技术手册/【格力】GMV5、GMV5S直流变频多联机组安装·调试·维修手册（167页）-制冷百家网.pdf
