knowledge_object_id,ontology_class_id,canonical_key,title,old_state,new_state,changed,facet_summary
ko_33a96a59e127e69a,,hvac::performance_spec:hvac::performance_spec:名义制热量_名义制热量,名义制热量,material_conflict,over_merge,True,"{""layers"": [{""publisher"": ""美意"", ""source_name"": ""名义制热量"", ""value_summary"": ""290kW""}, {""publisher"": ""美意"", ""source_name"": ""名义制热量"", ""value_summary"": ""1230kW""}, {""publisher"": ""麦克维尔"", ""source_name"": ""名义制热量"", ""value_summary"": ""111kW""}, {""publisher"": ""麦克维尔"", ""source_name"": ""名义制热量"", ""value_summary"": ""107kW""}, {""publisher"": ""unknown"", ""source_name"": ""名义制热量"", ""value_summary"": ""14 kWkW""}, {""publisher"": ""unknown"", ""source_name"": ""名义制热量"", ""value_summary"": ""9kW""}, {""publisher"": ""unknown"", ""source_name"": ""名义制热量"", ""value_summary"": ""138kW""}, {""publisher"": ""unknown"", ""source_name"": ""名义制热量"", ""value_summary"": ""56kW""}]}"
ko_33ac7f123d9d39d8,standard_reference,hvac:standard_reference:parameter:solar_absorptance_new_galvanized_sheet_metal,Solar absorptance new galvanized sheet metal,material_conflict,partial_conflict,True,"{""layers"": [{""publisher"": ""ASHRAE"", ""source_name"": ""Solar absorptance new galvanized sheet metal"", ""value_summary"": ""Solar absorptance new galvanized sheet metal""}, {""publisher"": ""ASHRAE"", ""source_name"": ""Solar absorptance of weathered galvanized sheet metal"", ""value_summary"": ""Solar absorptance of weathered galvanized sheet metal""}]}"
ko_33aea1db29f1347a,,hvac::performance_spec:hvac::performance_spec:运行重量_运行重量_3,运行重量,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""美意"", ""source_name"": ""运行重量"", ""value_summary"": ""8950kg""}, {""publisher"": ""麦克维尔"", ""source_name"": ""运行重量"", ""value_summary"": ""4615kg""}, {""publisher"": ""unknown"", ""source_name"": ""运行重量"", ""value_summary"": ""1580kg""}, {""publisher"": ""unknown"", ""source_name"": ""运行重量"", ""value_summary"": ""2250/2500kg""}, {""publisher"": ""unknown"", ""source_name"": ""运行重量"", ""value_summary"": ""6550/6800kg""}, {""publisher"": ""unknown"", ""source_name"": ""运行重量"", ""value_summary"": ""2750kg""}, {""publisher"": ""unknown"", ""source_name"": ""运行重量"", ""value_summary"": ""3900/4400kg""}, {""publisher"": ""unknown"", ""source_name"": ""运行重量"", ""value_summary"": ""3850/4100kg""}]}"
ko_33be4ba2f25fb866,ahu,hvac:ahu:performance_spec:key_20a12cff49,风量,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""unknown"", ""source_name"": ""风量"", ""value_summary"": ""6000m³/h""}, {""publisher"": ""unknown"", ""source_name"": ""风量"", ""value_summary"": ""2000m³/h""}, {""publisher"": ""美意"", ""source_name"": ""风量"", ""value_summary"": ""3000m³/h""}, {""publisher"": ""美意"", ""source_name"": ""风量"", ""value_summary"": ""3000m³/h""}]}"
ko_34145174c19163fe,screw_chiller,hvac:screw_chiller:parameter:压缩机_启动方式,压缩机 启动方式,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""unknown"", ""source_name"": ""压缩机 启动方式"", ""value_summary"": ""星三角""}, {""publisher"": ""unknown"", ""source_name"": ""压缩机启动方式"", ""value_summary"": ""星三角启动""}]}"
ko_3419001d41c21dcb,screw_chiller,hvac:screw_chiller:performance_spec:制热设计工况,制热设计工况,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""麦克维尔"", ""source_name"": ""制热设计工况"", ""value_summary"": ""制热设计工况""}, {""publisher"": ""特灵"", ""source_name"": ""制热工况条件"", ""value_summary"": ""制热工况条件""}]}"
ko_341eab530c257225,centrifugal_chiller,hvac:centrifugal_chiller:parameter:压力变送器电压比,压力变送器电压比,material_conflict,partial_conflict,True,"{""layers"": [{""publisher"": ""Carrier"", ""source_name"": ""压力变送器电压比"", ""value_summary"": ""0.80 至 0.11无""}, {""publisher"": ""Carrier"", ""source_name"": ""压力变送器校正允许偏差"", ""value_summary"": ""±35kPakPa""}, {""publisher"": ""Carrier"", ""source_name"": ""压力变送器读数允许偏差"", ""value_summary"": ""±35kPakPa""}, {""publisher"": ""Carrier"", ""source_name"": ""压力变送器电压"", ""value_summary"": ""< 4.5vdc > 5.5vdcvdc""}, {""publisher"": ""Carrier"", ""source_name"": ""压力变送器电压比"", ""value_summary"": ""0.80 至 0.11无""}]}"
ko_34834ecc13c03fba,screw_chiller,hvac:screw_chiller:fault_code:压缩机表面结霜,压缩机表面结霜,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""格力"", ""source_name"": ""压缩机表面结霜"", ""value_summary"": ""压缩机表面结霜""}, {""publisher"": ""格力"", ""source_name"": ""压缩机不能启动"", ""value_summary"": ""压缩机不能启动""}]}"
ko_34b6ee3faf5dae11,,hvac::performance_spec:名义工况负载侧进水温度,名义工况负载侧进水温度,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""美意"", ""source_name"": ""名义工况负载侧进水温度"", ""value_summary"": ""40℃""}, {""publisher"": ""美意"", ""source_name"": ""名义工况负载侧进水温度"", ""value_summary"": ""55℃""}]}"
ko_34f039835e546c9e,,hvac::performance_spec:余热回收制热量,余热回收制热量,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""美意"", ""source_name"": ""余热回收制热量"", ""value_summary"": ""191kW""}, {""publisher"": ""美意"", ""source_name"": ""余热回收制热量"", ""value_summary"": ""21kW""}, {""publisher"": ""美意"", ""source_name"": ""余热回收制热量"", ""value_summary"": ""23kW""}]}"
ko_350d88c60dd10f29,water_source_heat_pump,hvac:water_source_heat_pump:performance_spec:制冷名义工况使用侧出口水温,制冷名义工况使用侧出口水温,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""unknown"", ""source_name"": ""制冷名义工况使用侧出口水温"", ""value_summary"": ""7℃""}, {""publisher"": ""unknown"", ""source_name"": ""制冷最大负荷工况使用侧出口水温"", ""value_summary"": ""15℃""}, {""publisher"": ""unknown"", ""source_name"": ""热泵制热最大负荷工况热泵侧进口水温"", ""value_summary"": ""21℃""}]}"
ko_356afb643328eb73,screw_chiller,hvac:screw_chiller:performance_spec:冷凝器水侧耐压,冷凝器水侧耐压,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""国祥"", ""source_name"": ""冷凝器水侧耐压"", ""value_summary"": ""150PSI""}, {""publisher"": ""国祥"", ""source_name"": ""冰水器耐压"", ""value_summary"": ""350PSI""}]}"
ko_364d408ca7bd5389,water_source_heat_pump,hvac:water_source_heat_pump:parameter:频率保护锁定解锁,频率保护锁定解锁,material_conflict,partial_conflict,True,"{""layers"": [{""publisher"": ""unknown"", ""source_name"": ""频率保护锁定解锁"", ""value_summary"": ""解锁""}, {""publisher"": ""unknown"", ""source_name"": ""频繁保护锁定解锁"", ""value_summary"": ""进入""}]}"
ko_3661f12550157858,,hvac::performance_spec:制热输入功率_制热输入功率_3,制热输入功率,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""美意"", ""source_name"": ""制热输入功率"", ""value_summary"": ""275kW""}, {""publisher"": ""美意"", ""source_name"": ""制热输入功率"", ""value_summary"": ""256kW""}, {""publisher"": ""美意"", ""source_name"": ""制热输入功率"", ""value_summary"": ""54kW""}, {""publisher"": ""美意"", ""source_name"": ""制热输入功率"", ""value_summary"": ""54kW""}, {""publisher"": ""美意"", ""source_name"": ""制热输入功率"", ""value_summary"": ""254kW""}, {""publisher"": ""美意"", ""source_name"": ""制热输入功率"", ""value_summary"": ""248kW""}, {""publisher"": ""美意"", ""source_name"": ""制热输入功率"", ""value_summary"": ""289kW""}, {""publisher"": ""美意"", ""source_name"": ""制热输入功率"", ""value_summary"": ""54kW""}]}"
ko_36a0003f8207c5f3,ahu,hvac:ahu:parameter:送风余压,送风余压,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""unknown"", ""source_name"": ""送风余压"", ""value_summary"": ""减去50~100PaPa""}, {""publisher"": ""unknown"", ""source_name"": ""送风余压"", ""value_summary"": ""减去30~50PaPa""}]}"
ko_36ab56c98b43f32b,ahu,hvac:ahu:parameter:加湿器型号,加湿器型号,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""美意"", ""source_name"": ""加湿器型号"", ""value_summary"": ""01""}, {""publisher"": ""美意"", ""source_name"": ""加湿器型号"", ""value_summary"": ""15""}]}"
ko_36c3c461e733fafd,ahu,hvac:ahu:application:混合箱风阀迎面风速,混合箱风阀迎面风速,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""麦克维尔"", ""source_name"": ""混合箱风阀迎面风速"", ""value_summary"": ""混合箱风阀迎面风速""}, {""publisher"": ""麦克维尔"", ""source_name"": ""混合箱风阀风速"", ""value_summary"": ""混合箱风阀风速""}]}"
ko_372d9917a3ff89eb,screw_chiller,hvac:screw_chiller:performance_spec:制冷输入功率_制冷输入功率_2,制冷输入功率,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""美意"", ""source_name"": ""制冷输入功率"", ""value_summary"": ""48kW""}, {""publisher"": ""美意"", ""source_name"": ""制冷输入功率"", ""value_summary"": ""43kW""}, {""publisher"": ""美意"", ""source_name"": ""制冷输入功率"", ""value_summary"": ""43kW""}, {""publisher"": ""美意"", ""source_name"": ""制冷输入功率"", ""value_summary"": ""43kW""}, {""publisher"": ""美意"", ""source_name"": ""制冷输入功率"", ""value_summary"": ""209kW""}, {""publisher"": ""美意"", ""source_name"": ""制冷输入功率"", ""value_summary"": ""209kW""}, {""publisher"": ""美意"", ""source_name"": ""制冷输入功率"", ""value_summary"": ""209kW""}, {""publisher"": ""美意"", ""source_name"": ""制冷输入功率"", ""value_summary"": ""209kW""}]}"
ko_375ba1b9eb04b397,,hvac::performance_spec:名义工况下_机组全热回收_生活热水进出水温度,名义工况下，机组全热回收，生活热水进出水温度,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""美意"", ""source_name"": ""名义工况下，机组全热回收，生活热水进出水温度"", ""value_summary"": ""40/45℃""}, {""publisher"": ""美意"", ""source_name"": ""名义工况下，机组全热回收，生活热水进出水温度"", ""value_summary"": ""55/60℃""}]}"
ko_37b64d4b9caf9c3c,water_source_heat_pump,hvac:water_source_heat_pump:performance_spec:名义制冷量_2,名义制冷量,material_conflict,partial_conflict,True,"{""layers"": [{""publisher"": ""Haier"", ""source_name"": ""名义制冷量"", ""value_summary"": ""382kW""}, {""publisher"": ""Haier"", ""source_name"": ""名义制冷量"", ""value_summary"": ""3092kW""}, {""publisher"": ""Haier"", ""source_name"": ""名义制冷量"", ""value_summary"": ""3092kW""}, {""publisher"": ""Haier"", ""source_name"": ""名义制冷量"", ""value_summary"": ""3092kW""}, {""publisher"": ""Haier"", ""source_name"": ""名义制冷量"", ""value_summary"": ""2245kW""}, {""publisher"": ""Haier"", ""source_name"": ""名义制冷量"", ""value_summary"": ""193.010KCal/h""}, {""publisher"": ""Haier"", ""source_name"": ""名义制冷量"", ""value_summary"": ""23.310⁴KCal/h""}, {""publisher"": ""Haier"", ""source_name"": ""名义制冷量"", ""value_summary"": ""193.010KCal/h""}]}"
ko_384a0b5c8ff7e2ea,hot_water_plant,hvac:hot_water_plant:operational_sequence:primary_only_condensing_boiler_staging_down,Primary Only Condensing Boiler Staging Down,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": null, ""source_name"": ""Primary Only Condensing Boiler Staging Down"", ""value_summary"": ""Primary Only Condensing Boiler Staging Down""}, {""publisher"": null, ""source_name"": ""Boiler Staging - Hybrid: Stage Down from Condensing Stage"", ""value_summary"": ""Boiler Staging - Hybrid: Stage Down from Condensing Stage""}, {""publisher"": null, ""source_name"": ""Boiler Staging - Hybrid: Stage Down from Non-Condensing Stage"", ""value_summary"": ""Boiler Staging - Hybrid: Stage Down from Non-Condensing Stage""}, {""publisher"": null, ""source_name"": ""Primary Only Condensing Boiler Staging Down"", ""value_summary"": ""Primary Only Condensing Boiler Staging Down""}]}"
ko_38c8556bf6e1fcca,ahu,hvac:ahu:performance_spec:key_5ad6e8ac01,噪声,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""unknown"", ""source_name"": ""噪声"", ""value_summary"": ""53-69dB(A)""}, {""publisher"": ""美意"", ""source_name"": ""噪声"", ""value_summary"": ""56.5dB(A)""}]}"
ko_38cb281551b8eb9b,,hvac::performance_spec:冷凝器源水水流量_冷凝器源水水流量,冷凝器源水水流量,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""美意"", ""source_name"": ""冷凝器源水水流量"", ""value_summary"": ""114m³/h""}, {""publisher"": ""美意"", ""source_name"": ""冷凝器源水水流量"", ""value_summary"": ""78m³/h""}, {""publisher"": ""美意"", ""source_name"": ""冷凝器源水水流量"", ""value_summary"": ""250m³/h""}, {""publisher"": ""美意"", ""source_name"": ""冷凝器源水水流量"", ""value_summary"": ""84m³/h""}, {""publisher"": ""美意"", ""source_name"": ""冷凝器源水水流量"", ""value_summary"": ""36m³/h""}, {""publisher"": ""美意"", ""source_name"": ""冷凝器源水水流量"", ""value_summary"": ""185m³/h""}, {""publisher"": ""美意"", ""source_name"": ""冷凝器源水水流量"", ""value_summary"": ""105m³/h""}, {""publisher"": ""美意"", ""source_name"": ""冷凝器源水水流量"", ""value_summary"": ""105m³/h""}]}"
ko_392340a5e4bd7653,centrifugal_chiller,hvac:centrifugal_chiller:parameter:冷凝器水流压差切断点,冷凝器水流压差切断点,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""Carrier"", ""source_name"": ""冷凝器水流压差切断点"", ""value_summary"": ""34.5kPa""}, {""publisher"": ""Carrier"", ""source_name"": ""冷凝器水流压差切断点"", ""value_summary"": ""34.5kPa""}, {""publisher"": ""Carrier"", ""source_name"": ""冷凝器水流压差切断点 (Condenser Floe Delta P Cutout)"", ""value_summary"": ""SETUP1kPa""}, {""publisher"": ""Carrier"", ""source_name"": ""冷凝器水流压差切断点 (Condenser Floe Delta P Cutout)"", ""value_summary"": ""SETUP1 – 设计压差的50% 至 3.4kPa(0.5psi)kPa""}]}"
ko_393cb68d61e4af41,screw_chiller,hvac:screw_chiller:parameter:冷却水流量,冷却水流量,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""麦克维尔"", ""source_name"": ""冷却水流量"", ""value_summary"": ""冷却水流量""}, {""publisher"": ""麦克维尔"", ""source_name"": ""冷却水流量"", ""value_summary"": ""8.2l/s""}, {""publisher"": ""麦克维尔"", ""source_name"": ""冷却水流量"", ""value_summary"": ""36.8l/s""}, {""publisher"": ""麦克维尔"", ""source_name"": ""冷却水流量"", ""value_summary"": ""65.7l/s""}]}"
ko_39611b29502eeb45,centrifugal_chiller,hvac:centrifugal_chiller:parameter:油压差,油压差,material_conflict,partial_conflict,True,"{""layers"": [{""publisher"": ""Carrier"", ""source_name"": ""油压差"", ""value_summary"": ""18至30psig (124至206kPag)psig / kPag""}, {""publisher"": ""Carrier"", ""source_name"": ""油压差"", ""value_summary"": ""[18, 30]""}, {""publisher"": ""Carrier"", ""source_name"": ""油压差"", ""value_summary"": ""103到207kPadkPad""}, {""publisher"": ""Carrier"", ""source_name"": ""油压差"", ""value_summary"": ""[-46, 1378]""}, {""publisher"": ""Carrier"", ""source_name"": ""油压差"", ""value_summary"": ""< 124kPa 报警kPa""}, {""publisher"": ""Carrier"", ""source_name"": ""油压差"", ""value_summary"": ""< 124kPa""}, {""publisher"": ""unknown"", ""source_name"": ""油压差"", ""value_summary"": ""130～300kPakPa""}]}"
ko_397dc00aaf85b60b,screw_chiller,hvac:screw_chiller:parameter:润滑油加注量,润滑油加注量,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""麦克维尔"", ""source_name"": ""润滑油加注量"", ""value_summary"": ""74L""}, {""publisher"": ""麦克维尔"", ""source_name"": ""润滑油加注量"", ""value_summary"": ""85L""}, {""publisher"": ""麦克维尔"", ""source_name"": ""润滑油加注量"", ""value_summary"": ""12L""}, {""publisher"": ""麦克维尔"", ""source_name"": ""润滑油加注量"", ""value_summary"": ""126L""}]}"
ko_39b35d37b18159af,air_cooled_modular_heat_pump,hvac:air_cooled_modular_heat_pump:performance_spec:额定电压_额定电压,额定电压,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""特灵"", ""source_name"": ""额定电压"", ""value_summary"": ""380VV""}, {""publisher"": ""特灵"", ""source_name"": ""额定电压"", ""value_summary"": ""220VV""}]}"
ko_39fbc5ee52b880a9,water_source_heat_pump,hvac:water_source_heat_pump:parameter:蒸发_器_压力,蒸发（器）压力,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""unknown"", ""source_name"": ""蒸发（器）压力"", ""value_summary"": ""（冷冻水出口水温-1.5℃）对应的制冷剂饱和压力""}, {""publisher"": ""unknown"", ""source_name"": ""冷凝（器）压力"", ""value_summary"": ""（冷却水出口水温+1℃）对应的制冷剂饱和压力""}]}"
ko_3a187728dc65e3df,,hvac::performance_spec:hvac::performance_spec:cop_cop_2,COP,material_conflict,partial_conflict,True,"{""layers"": [{""publisher"": ""麦克维尔"", ""source_name"": ""COP"", ""value_summary"": ""5.03""}, {""publisher"": ""麦克维尔"", ""source_name"": ""COP"", ""value_summary"": ""4.89""}, {""publisher"": ""unknown"", ""source_name"": ""COP"", ""value_summary"": ""3.26W/W""}, {""publisher"": ""unknown"", ""source_name"": ""COP"", ""value_summary"": ""5.843W/W""}, {""publisher"": ""unknown"", ""source_name"": ""COP"", ""value_summary"": ""3.40~3.44""}]}"
ko_3a4f4c3953b44651,screw_chiller,hvac:screw_chiller:parameter:最大启动电流,最大启动电流,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""麦克维尔"", ""source_name"": ""最大启动电流"", ""value_summary"": ""496.0A""}, {""publisher"": ""麦克维尔"", ""source_name"": ""最大启动电流"", ""value_summary"": ""150.0A""}, {""publisher"": ""麦克维尔"", ""source_name"": ""最大启动电流"", ""value_summary"": ""593.0A""}, {""publisher"": ""麦克维尔"", ""source_name"": ""最大启动电流"", ""value_summary"": ""766.7A""}]}"
ko_3a91fa1b9740c297,screw_chiller,hvac:screw_chiller:parameter:冷冻水进出水温差,冷冻水进出水温差,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""unknown"", ""source_name"": ""冷冻水进出水温差"", ""value_summary"": ""小于 ±1℃℃""}, {""publisher"": ""日立"", ""source_name"": ""冷却水水温差值"", ""value_summary"": ""3.5℃至10℃℃""}]}"
ko_3a9da5b998853487,screw_chiller,hvac:screw_chiller:performance_spec:名义制热压缩机输入功率,名义制热压缩机输入功率,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""美意"", ""source_name"": ""名义制热压缩机输入功率"", ""value_summary"": ""77kW""}, {""publisher"": ""美意"", ""source_name"": ""名义制热压缩机输入功率"", ""value_summary"": ""315kW""}]}"
ko_3aa9bf1cbd4ebeca,screw_chiller,hvac:screw_chiller:parameter:球阀参考扭矩,球阀参考扭矩,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""顿汉布什"", ""source_name"": ""球阀参考扭矩"", ""value_summary"": ""2.8~6.8NM""}, {""publisher"": ""顿汉布什"", ""source_name"": ""球阀参考扭矩"", ""value_summary"": ""3.4~6.8NM""}, {""publisher"": ""顿汉布什"", ""source_name"": ""球阀参考扭矩"", ""value_summary"": ""20.6~33.9NM""}, {""publisher"": ""顿汉布什"", ""source_name"": ""球阀参考扭矩"", ""value_summary"": ""33.9~39.5NM""}]}"
ko_3abb65b899babc0e,water_source_heat_pump,hvac:water_source_heat_pump:performance_spec:制冷量_制冷量_4,制冷量,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""美意"", ""source_name"": ""制冷量"", ""value_summary"": ""811kW""}, {""publisher"": ""美意"", ""source_name"": ""制冷量"", ""value_summary"": ""179kW""}, {""publisher"": ""美意"", ""source_name"": ""制冷量"", ""value_summary"": ""179kW""}, {""publisher"": ""美意"", ""source_name"": ""制冷量"", ""value_summary"": ""354kW""}, {""publisher"": ""美意"", ""source_name"": ""制冷量"", ""value_summary"": ""332kW""}, {""publisher"": ""美意"", ""source_name"": ""制冷量"", ""value_summary"": ""924kW""}]}"
ko_3ac3ed118a4deba0,,hvac::performance_spec:压缩机输入功率,压缩机输入功率,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""美意"", ""source_name"": ""压缩机输入功率"", ""value_summary"": ""57.7kW""}, {""publisher"": ""美意"", ""source_name"": ""压缩机输入功率"", ""value_summary"": ""68.9kW""}, {""publisher"": ""美意"", ""source_name"": ""压缩机输入功率"", ""value_summary"": ""64.2kW""}, {""publisher"": ""美意"", ""source_name"": ""压缩机输入功率"", ""value_summary"": ""76.1kW""}, {""publisher"": ""国祥"", ""source_name"": ""压缩机输入功率"", ""value_summary"": ""86KW""}, {""publisher"": ""日立"", ""source_name"": ""压缩机输入功率"", ""value_summary"": ""压缩机输入功率""}]}"
ko_3af6156458d02b82,water_source_heat_pump,hvac:water_source_heat_pump:performance_spec:名义制热量,名义制热量,material_conflict,partial_conflict,True,"{""layers"": [{""publisher"": ""Haier"", ""source_name"": ""名义制热量"", ""value_summary"": ""26.110KCal/h""}, {""publisher"": ""Haier"", ""source_name"": ""名义制热量"", ""value_summary"": ""3166kW""}]}"
ko_3bdb08ce6b860a41,centrifugal_chiller,hvac:centrifugal_chiller:fault_code:油压变送器故障,油压变送器故障,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""Carrier"", ""source_name"": ""油压变送器故障"", ""value_summary"": ""227""}, {""publisher"": ""Carrier"", ""source_name"": ""启动失败 油压传感器错误"", ""value_summary"": ""OILPD值超限*""}, {""publisher"": ""Carrier"", ""source_name"": ""油压低"", ""value_summary"": ""OILPD值超限""}]}"
ko_3c1ea67e64cd2674,screw_chiller,hvac:screw_chiller:performance_spec:制冷输入功率_制冷输入功率_3,制冷输入功率,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""美意"", ""source_name"": ""制冷输入功率"", ""value_summary"": ""213kW""}, {""publisher"": ""美意"", ""source_name"": ""制冷输入功率"", ""value_summary"": ""29kW""}, {""publisher"": ""美意"", ""source_name"": ""制冷输入功率"", ""value_summary"": ""29kW""}, {""publisher"": ""美意"", ""source_name"": ""制冷输入功率"", ""value_summary"": ""135kW""}, {""publisher"": ""美意"", ""source_name"": ""制冷输入功率"", ""value_summary"": ""138kW""}, {""publisher"": ""美意"", ""source_name"": ""制冷输入功率"", ""value_summary"": ""52kW""}, {""publisher"": ""美意"", ""source_name"": ""制冷输入功率"", ""value_summary"": ""210kW""}, {""publisher"": ""美意"", ""source_name"": ""制冷输入功率"", ""value_summary"": ""210kW""}]}"
ko_3c33dfbdc9aed140,,hvac::performance_spec:机外余压_ii,机外余压 (II),material_conflict,partial_conflict,True,"{""layers"": [{""publisher"": ""美意"", ""source_name"": ""机外余压 (II)"", ""value_summary"": ""-Pa""}, {""publisher"": ""美意"", ""source_name"": ""机外余压 II"", ""value_summary"": ""180Pa""}, {""publisher"": ""美意"", ""source_name"": ""机外余压 (II)"", ""value_summary"": ""180Pa""}, {""publisher"": ""美意"", ""source_name"": ""机外余压 II"", ""value_summary"": ""180Pa""}]}"
ko_3cbf90c823c8aad3,ahu,hvac:ahu:performance_spec:energy_recovery_percentage,Energy Recovery Percentage,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""大金"", ""source_name"": ""Energy Recovery Percentage"", ""value_summary"": ""Energy Recovery Percentage""}, {""publisher"": ""Holtop"", ""source_name"": ""heat_recovery_efficiency"", ""value_summary"": ""heat_recovery_efficiency""}]}"
ko_3cf16f86371c3ccc,water_source_heat_pump,hvac:water_source_heat_pump:performance_spec:制热输入功率_制热输入功率_2,制热输入功率,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""美意"", ""source_name"": ""制热输入功率"", ""value_summary"": ""45kW""}, {""publisher"": ""美意"", ""source_name"": ""制热输入功率"", ""value_summary"": ""44kW""}, {""publisher"": ""美意"", ""source_name"": ""制热输入功率"", ""value_summary"": ""248kW""}, {""publisher"": ""美意"", ""source_name"": ""制热输入功率"", ""value_summary"": ""221kW""}, {""publisher"": ""美意"", ""source_name"": ""制热输入功率"", ""value_summary"": ""221kW""}, {""publisher"": ""美意"", ""source_name"": ""制热输入功率"", ""value_summary"": ""59kW""}, {""publisher"": ""美意"", ""source_name"": ""制热输入功率"", ""value_summary"": ""75kW""}]}"
ko_3d09244d80d2a80d,water_source_heat_pump,hvac:water_source_heat_pump:performance_spec:额定输入电流,额定输入电流,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""三菱重工"", ""source_name"": ""额定输入电流"", ""value_summary"": ""额定输入电流""}, {""publisher"": ""麦克维尔"", ""source_name"": ""额定电流(制热工况)"", ""value_summary"": ""207.8A""}]}"
ko_3d285aa3a09556b2,screw_chiller,hvac:screw_chiller:parameter:制冷模式出水温度设定值,制冷模式出水温度设定值,material_conflict,over_merge,True,"{""layers"": [{""publisher"": ""unknown"", ""source_name"": ""制冷模式出水温度设定值"", ""value_summary"": ""7℃""}, {""publisher"": ""unknown"", ""source_name"": ""制冷模式自动重启温度差"", ""value_summary"": ""5℃""}, {""publisher"": ""unknown"", ""source_name"": ""制热模式自动重启温度差"", ""value_summary"": ""5℃""}]}"
ko_3d7137787f369369,,hvac::performance_spec:长_宽_高,长×宽×高,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""麦克维尔"", ""source_name"": ""长×宽×高"", ""value_summary"": ""3340×1860×2050mm""}, {""publisher"": ""麦克维尔"", ""source_name"": ""长×宽×高"", ""value_summary"": ""3340×1836×2050mm""}, {""publisher"": ""麦克维尔"", ""source_name"": ""长×宽×高"", ""value_summary"": ""4324×2171×2364mm""}, {""publisher"": ""麦克维尔"", ""source_name"": ""长×宽×高"", ""value_summary"": ""3717×1851×2147mm""}, {""publisher"": ""麦克维尔"", ""source_name"": ""长×宽×高"", ""value_summary"": ""4235×2028×2289mm""}, {""publisher"": ""麦克维尔"", ""source_name"": ""长×宽×高"", ""value_summary"": ""3270×1850×2100mm""}]}"
ko_3da062e3080afdd8,centrifugal_chiller,hvac:centrifugal_chiller:parameter:油箱温度范围,油箱温度范围,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""Carrier"", ""source_name"": ""油箱温度范围"", ""value_summary"": ""52~66℃""}, {""publisher"": ""Carrier"", ""source_name"": ""油箱温度范围"", ""value_summary"": ""52~66℃""}, {""publisher"": ""格力"", ""source_name"": ""油箱温度"", ""value_summary"": ""油箱温度""}, {""publisher"": ""格力"", ""source_name"": ""油箱温度"", ""value_summary"": ""油箱温度""}]}"
ko_3da3746eaa37a49b,ahu,hvac:ahu:fault_diagnostic_rule:压差开关过滤器报警,压差开关过滤器报警,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""麦克维尔"", ""source_name"": ""压差开关过滤器报警"", ""value_summary"": ""压差开关过滤器报警""}, {""publisher"": ""麦克维尔"", ""source_name"": ""过滤器压差报警触发"", ""value_summary"": ""过滤器压差报警触发""}]}"
ko_3dedf783427ff366,standard_reference,hvac:standard_reference:parameter:louver_face_velocity,Louver face velocity,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""ASHRAE"", ""source_name"": ""Louver face velocity"", ""value_summary"": ""Louver face velocity""}, {""publisher"": ""ASHRAE"", ""source_name"": ""Water velocity"", ""value_summary"": ""Water velocity""}]}"
