knowledge_object_id,title,old_ontology_class_id,new_ontology_class_id,old_canonical_key,new_canonical_key,primary_doc_id,primary_file_name
ko_25ee683ca2423992,降噪包装降噪量,,screw_chiller,hvac::performance_spec:降噪包装降噪量,hvac:screw_chiller:performance_spec:降噪包装降噪量_2,doc_809485234940447b,03_麦克维尔单螺杆式冷水机组_PFS.pdf
ko_26db47ab62bd4d49,制冷COP,,centrifugal_chiller,hvac::performance_spec:制冷cop_制冷cop,hvac:centrifugal_chiller:performance_spec:制冷cop_2,doc_2f81c916e5184295,MC-H系列高效降膜式离心机样本DJ-17-LA-01A.pdf
ko_26edb5d190faeabe,水源水压降,,water_source_heat_pump,hvac::performance_spec:hvac::performance_spec:水源水压降,hvac:water_source_heat_pump:performance_spec:水源水压降,doc_bd77ca88132e4b0a,03_麦克维尔单螺杆式水源热泵机组(R134a)_WPS.pdf
ko_278a800b8534a009,名义功率,,screw_chiller,hvac::performance_spec:名义功率_名义功率,hvac:screw_chiller:performance_spec:名义功率_2,doc_b9f6ab162a964ef3,7，水冷螺杆冷水.pdf
ko_27e6d1264847e1be,制热最大运行工况 湿球温度 t2,,air_cooled_modular_heat_pump,hvac::performance_spec:制热最大运行工况_湿球温度_t2,hvac:air_cooled_modular_heat_pump:performance_spec:制热最大运行工况_湿球温度_t2_2,doc_f981b97d70114c28,风冷冷水(热泵)机组06001-2015LK1871--CGHR09BNAR--A2015CCC0703-2136899.pdf
ko_2817e3a36c44cd5b,制冷最大运行工况 冷媒水出水温度 t4,,air_cooled_modular_heat_pump,hvac::performance_spec:制冷最大运行工况_冷媒水出水温度_t4,hvac:air_cooled_modular_heat_pump:performance_spec:制冷最大运行工况_冷媒水出水温度_t4_2,doc_f981b97d70114c28,风冷冷水(热泵)机组06001-2015LK1871--CGHR09BNAR--A2015CCC0703-2136899.pdf
ko_281c58329c452e2d,高(C),,centrifugal_chiller,hvac::performance_spec:高_c,hvac:centrifugal_chiller:performance_spec:高_c_2,doc_2f81c916e5184295,MC-H系列高效降膜式离心机样本DJ-17-LA-01A.pdf
ko_284f9f401a90bdf1,气密性试验（充压压力）,,centrifugal_chiller,hvac::performance_spec:气密性试验_充压压力,hvac:centrifugal_chiller:performance_spec:气密性试验_充压压力_2,doc_9cd6680a1a704130,CC系列离心机组.pdf
ko_2859fe2c7d3c8374,冷凝器水侧耐压,,screw_chiller,hvac::performance_spec:冷凝器水侧耐压_冷凝器水侧耐压,hvac:screw_chiller:performance_spec:冷凝器水侧耐压_2,doc_4074061206b94f00,干式双螺杆冷水机组.pdf
ko_28ea2eba7e294b36,蒸发器源侧水流量,,water_source_heat_pump,hvac::performance_spec:蒸发器源侧水流量,hvac:water_source_heat_pump:performance_spec:蒸发器源侧水流量_2,doc_5c7b31cc79e0467a,莫问系列R134a满液式水水螺杆水源热泵冷水机组样本.pdf
ko_294b33181f99b1d1,名义工况全热回收生活热水进出水温度,,screw_chiller,hvac::performance_spec:名义工况全热回收生活热水进出水温度,hvac:screw_chiller:performance_spec:名义工况全热回收生活热水进出水温度_2,doc_9ed23ce5a2854e7c,0910_XH3水水螺杆C.pdf
ko_295ae9f070703405,输入功率,,screw_chiller,hvac::performance_spec:hvac::performance_spec:输入功率_输入功率_6,hvac:screw_chiller:performance_spec:输入功率,doc_e2b7a25c54bb445c,MWH1109XH01水水螺杆冷水机组（C系列R22）.pdf
ko_296ee39ec21782c9,制冷最大运行工况 冷媒水出水温度,,air_cooled_modular_heat_pump,hvac::performance_spec:制冷最大运行工况_冷媒水出水温度,hvac:air_cooled_modular_heat_pump:performance_spec:制冷最大运行工况_冷媒水出水温度_2,doc_ced95095a3c74169,风冷冷水(热泵)机组06001-2015LK1867--CGHR16DHAR--A2015CCC0703-2136935.pdf
ko_29afd49b9fcb3a52,净重,,screw_chiller,hvac::performance_spec:key_0991e99b34,hvac:screw_chiller:performance_spec:净重,doc_b9f6ab162a964ef3,7，水冷螺杆冷水.pdf
ko_29db29adddab7b06,输入功率-制热,,ahu,hvac::performance_spec:输入功率_制热,hvac:ahu:performance_spec:输入功率_制热_2,doc_2c3038ab09db452e,VAC-VAVM-2401-直流变频直膨组合式空气处理机组.pdf
ko_29f89c818a8bc6f2,冷凝器数量,,screw_chiller,hvac::performance_spec:冷凝器数量,hvac:screw_chiller:performance_spec:冷凝器数量_2,doc_71aa56acd1254dec,09_麦克维尔单螺杆式冷水机组_WMD.pdf
ko_2a3e2cbb94de1933,部分热回收量,,screw_chiller,hvac::performance_spec:部分热回收量_部分热回收量,hvac:screw_chiller:performance_spec:部分热回收量,doc_b9f6ab162a964ef3,7，水冷螺杆冷水.pdf
ko_2a48a81c382ba634,制冷量,,screw_chiller,hvac::performance_spec:hvac::performance_spec:制冷量_制冷量_16,hvac:screw_chiller:performance_spec:制冷量_2,doc_9773977431814c79,干式风冷螺杆式冷（热）水机组.pdf
ko_2a5b4a6ea2495ce2,水侧压降,,centrifugal_chiller,hvac::performance_spec:水侧压降_水侧压降_2,hvac:centrifugal_chiller:performance_spec:水侧压降_2,doc_61856ab3e0514e0a,MC系列高效变频离心机样本DJ-17-LC-01A.pdf
ko_2ad433c494963c4d,cooling coil face velocity,,ahu,hvac::performance_spec:cooling_coil_face_velocity,hvac:ahu:performance_spec:cooling_coil_face_velocity,doc_caaa2ea18c4a49de,daikin_ah_models_ahu_technical_catalog_air_handling_unit_ah_models_pdf.pdf
ko_2aef2f163a84fc6b,蒸发器源水水流量,,screw_chiller,hvac::performance_spec:蒸发器源水水流量_蒸发器源水水流量,hvac:screw_chiller:performance_spec:蒸发器源水水流量_2,doc_308d5eac93674c21,090507辰星二代水源螺杆R134a.pdf
ko_2b5b1eab0b2ba5de,启动电流 (单台),,screw_chiller,hvac::performance_spec:启动电流_单台,hvac:screw_chiller:performance_spec:启动电流_单台_2,doc_308d5eac93674c21,090507辰星二代水源螺杆R134a.pdf
ko_2b6529cf3bbe40e8,全热回收换热器可选 换热器进出口管径,,screw_chiller,hvac::performance_spec:全热回收换热器可选_换热器进出口管径,hvac:screw_chiller:performance_spec:全热回收换热器可选_换热器进出口管径_2,doc_308d5eac93674c21,090507辰星二代水源螺杆R134a.pdf
ko_2c53c493144fede4,空调侧换热器出水温度,,screw_chiller,hvac::performance_spec:空调侧换热器出水温度,hvac:screw_chiller:performance_spec:空调侧换热器出水温度_2,doc_fd0c92db05ea4570,MC系列H高效空气源螺杆式热泵机组.pdf
ko_2c8dea230686efc2,制冷最大运行工况 冷媒水进水温度 t3,,air_cooled_modular_heat_pump,hvac::performance_spec:制冷最大运行工况_冷媒水进水温度_t3,hvac:air_cooled_modular_heat_pump:performance_spec:制冷最大运行工况_冷媒水进水温度_t3_2,doc_f981b97d70114c28,风冷冷水(热泵)机组06001-2015LK1871--CGHR09BNAR--A2015CCC0703-2136899.pdf
ko_2d5af0adf9fb2bff,制热水实测工况_初始水温,,air_cooled_modular_heat_pump,hvac::performance_spec:制热水实测工况_初始水温,hvac:air_cooled_modular_heat_pump:performance_spec:制热水实测工况_初始水温_2,doc_85ced8934a4e4cad,风冷冷水（热泵）空调热水机组2015JC12--CGHR16DH.pdf
ko_2dc3213146fc70d1,冷水出水温度,,screw_chiller,hvac::performance_spec:冷水出水温度,hvac:screw_chiller:performance_spec:冷水出水温度_2,doc_4074061206b94f00,干式双螺杆冷水机组.pdf
ko_2e730f563f9f32a4,制冷名义工况热泵侧进口水温,,centrifugal_chiller,hvac::performance_spec:制冷名义工况热泵侧进口水温,hvac:centrifugal_chiller:performance_spec:制冷名义工况热泵侧进口水温,doc_9cd6680a1a704130,CC系列离心机组.pdf
ko_2ed08045c0e9bde3,名义工况下，机组制热水侧进出水温度,,water_source_heat_pump,hvac::performance_spec:名义工况下_机组制热水侧进出水温度,hvac:water_source_heat_pump:performance_spec:名义工况下_机组制热水侧进出水温度_2,doc_5c7b31cc79e0467a,莫问系列R134a满液式水水螺杆水源热泵冷水机组样本.pdf
ko_2f667593891f282c,供热工况 进水温度,,ahu,hvac::performance_spec:供热工况_进水温度,hvac:ahu:performance_spec:供热工况_进水温度_2,doc_70d93ac2ac9c4fd4,美意空气处理机组7.9-2ok_OEM.pdf
ko_3088a6307911b411,额定风量,,ahu,hvac::performance_spec:额定风量,hvac:ahu:performance_spec:额定风量_2,doc_f97a69993a6e4511,VAH-2405-空气处理机组一吊顶系列.pdf
ko_30fea8beef05eb84,机组最大运行电流,,screw_chiller,hvac::performance_spec:机组最大运行电流_机组最大运行电流,hvac:screw_chiller:performance_spec:机组最大运行电流_2,doc_45308079fca94508,MC-H水冷螺杆样本DJ-17-CA-01A.pdf
ko_314128494a99b89e,WPS.C热泵启动范围 - 冷却水出水温度,,water_source_heat_pump,hvac::performance_spec:wps_c热泵启动范围_冷却水出水温度,hvac:water_source_heat_pump:performance_spec:wps_c热泵启动范围_冷却水出水温度_2,doc_bd77ca88132e4b0a,03_麦克维尔单螺杆式水源热泵机组(R134a)_WPS.pdf
ko_315ba97c0028858e,制冷量,,centrifugal_chiller,hvac::performance_spec:hvac::performance_spec:制冷量_制冷量_9,hvac:centrifugal_chiller:performance_spec:制冷量,doc_2f81c916e5184295,MC-H系列高效降膜式离心机样本DJ-17-LA-01A.pdf
ko_317728da6e809725,名义工况下，负载侧出水温度,,water_source_heat_pump,hvac::performance_spec:名义工况下_负载侧出水温度,hvac:water_source_heat_pump:performance_spec:名义工况下_负载侧出水温度_2,doc_25cd05f610454bae,p-mwh-1212-v1.1-d青干系列水水螺杆式水源热泵冷水机组满液134a青干系列.pdf
ko_319ae65bb245d33a,冷凝器进出口管径,,screw_chiller,hvac::performance_spec:蒸发器进出口管径_冷凝器进出口管径,hvac:screw_chiller:performance_spec:冷凝器进出口管径,doc_308d5eac93674c21,090507辰星二代水源螺杆R134a.pdf
ko_31d01c2dfad365c2,冷凝器侧冷却水水压,,screw_chiller,hvac::performance_spec:冷凝器侧冷却水水压_冷凝器侧冷却水水压,hvac:screw_chiller:performance_spec:冷凝器侧冷却水水压_2,doc_0fc0790ebc614e32,YCBLG_系列半封闭螺杆式之之醇机组说明书.pdf
ko_31e7f8f73f67ed7d,冷凝器接管直径,,screw_chiller,hvac::performance_spec:蒸发器接管直径_冷凝器接管直径,hvac:screw_chiller:performance_spec:冷凝器接管直径,doc_14e954d4563b4a1b,R134a满液螺杆机组.pdf
ko_322c417ae51af5c3,最大运行功率,,ahu,hvac::performance_spec:最大运行功率,hvac:ahu:performance_spec:最大运行功率_2,doc_2c3038ab09db452e,VAC-VAVM-2401-直流变频直膨组合式空气处理机组.pdf
ko_32a926ead6cd0f8b,热源水入口温度,,water_source_heat_pump,hvac::performance_spec:热源水入口温度,hvac:water_source_heat_pump:performance_spec:热源水入口温度_2,doc_5faa3373b945486d,ETW离心高温水源热泵技术手册（73页）.pdf
ko_3371c76d9b309723,供冷工况 (湿球温度),,ahu,hvac::performance_spec:供冷工况_湿球温度,hvac:ahu:performance_spec:供冷工况_湿球温度_2,doc_70d93ac2ac9c4fd4,美意空气处理机组7.9-2ok_OEM.pdf
ko_33a96a59e127e69a,名义制热量,,screw_chiller,hvac::performance_spec:hvac::performance_spec:名义制热量_名义制热量,hvac:screw_chiller:performance_spec:名义制热量_2,doc_14e744733fa547fb,MAS风冷螺杆样本.pdf
ko_33aea1db29f1347a,运行重量,,screw_chiller,hvac::performance_spec:hvac::performance_spec:运行重量_运行重量_3,hvac:screw_chiller:performance_spec:运行重量,doc_9ed23ce5a2854e7c,0910_XH3水水螺杆C.pdf
ko_33cf6099e52d713f,热泵制热名义工况热泵侧进口水温,,centrifugal_chiller,hvac::performance_spec:热泵制热名义工况热泵侧进口水温,hvac:centrifugal_chiller:performance_spec:热泵制热名义工况热泵侧进口水温,doc_9cd6680a1a704130,CC系列离心机组.pdf
ko_33d1fd01fe33af92,噪音数据,,screw_chiller,hvac::performance_spec:噪音数据_噪音数据_2,hvac:screw_chiller:performance_spec:噪音数据,doc_9c740929db094ed8,水冷低温螺杆式冷水机组手册.pdf
ko_34b6ee3faf5dae11,名义工况负载侧进水温度,,screw_chiller,hvac::performance_spec:名义工况负载侧进水温度,hvac:screw_chiller:performance_spec:名义工况负载侧进水温度_2,doc_9ed23ce5a2854e7c,0910_XH3水水螺杆C.pdf
ko_34f039835e546c9e,余热回收制热量,,screw_chiller,hvac::performance_spec:余热回收制热量,hvac:screw_chiller:performance_spec:余热回收制热量_2,doc_308d5eac93674c21,090507辰星二代水源螺杆R134a.pdf
ko_3661f12550157858,制热输入功率,,screw_chiller,hvac::performance_spec:制热输入功率_制热输入功率_3,hvac:screw_chiller:performance_spec:制热输入功率,doc_e2b7a25c54bb445c,MWH1109XH01水水螺杆冷水机组（C系列R22）.pdf
ko_367f1c8af4bbd1a5,蒸发器内部水量,,screw_chiller,hvac::performance_spec:蒸发器内部水量,hvac:screw_chiller:performance_spec:蒸发器内部水量_2,doc_9c740929db094ed8,水冷低温螺杆式冷水机组手册.pdf
ko_36e42aa1c35f4713,供冷进风干球温度,,ahu,hvac::performance_spec:供冷进风干球温度,hvac:ahu:performance_spec:供冷进风干球温度_2,doc_f97a69993a6e4511,VAH-2405-空气处理机组一吊顶系列.pdf
ko_3715321cb99abc89,电机数量,,ahu,hvac::performance_spec:电机数量,hvac:ahu:performance_spec:电机数量_2,doc_f97a69993a6e4511,VAH-2405-空气处理机组一吊顶系列.pdf
ko_373f032770dbb5a9,名义工况 实用制热机组负载侧进水温度,,screw_chiller,hvac::performance_spec:名义工况_实用制热机组负载侧进水温度,hvac:screw_chiller:performance_spec:名义工况_实用制热机组负载侧进水温度_2,doc_308d5eac93674c21,090507辰星二代水源螺杆R134a.pdf
ko_375ba1b9eb04b397,名义工况下，机组全热回收，生活热水进出水温度,,screw_chiller,hvac::performance_spec:名义工况下_机组全热回收_生活热水进出水温度,hvac:screw_chiller:performance_spec:名义工况下_机组全热回收_生活热水进出水温度_2,doc_9ed23ce5a2854e7c,0910_XH3水水螺杆C.pdf
ko_37be0bc0bbed724a,WPS.C热泵启动范围 - 冷冻水进水温度,,water_source_heat_pump,hvac::performance_spec:wps_c热泵启动范围_冷冻水进水温度,hvac:water_source_heat_pump:performance_spec:wps_c热泵启动范围_冷冻水进水温度_2,doc_bd77ca88132e4b0a,03_麦克维尔单螺杆式水源热泵机组(R134a)_WPS.pdf
ko_38a637614b8bc575,名义工况下，机组制冷水侧进/出水温度,,water_source_heat_pump,hvac::performance_spec:名义工况下_机组制冷水侧进_出水温度,hvac:water_source_heat_pump:performance_spec:名义工况下_机组制冷水侧进_出水温度_2,doc_25cd05f610454bae,p-mwh-1212-v1.1-d青干系列水水螺杆式水源热泵冷水机组满液134a青干系列.pdf
ko_38cb281551b8eb9b,冷凝器源水水流量,,screw_chiller,hvac::performance_spec:冷凝器源水水流量_冷凝器源水水流量,hvac:screw_chiller:performance_spec:冷凝器源水水流量,doc_308d5eac93674c21,090507辰星二代水源螺杆R134a.pdf
ko_390189481e826e63,名义工况 全热回收 生活热水出水温度,,screw_chiller,hvac::performance_spec:名义工况_全热回收_生活热水出水温度,hvac:screw_chiller:performance_spec:名义工况_全热回收_生活热水出水温度_2,doc_308d5eac93674c21,090507辰星二代水源螺杆R134a.pdf
ko_39ab6c4a4da639fb,fire damping characteristic,,ahu,hvac::performance_spec:fire_damping_characteristic,hvac:ahu:performance_spec:fire_damping_characteristic_2,doc_caaa2ea18c4a49de,daikin_ah_models_ahu_technical_catalog_air_handling_unit_ah_models_pdf.pdf
ko_39f67f033371b1f3,蒸发器 接管直径,,screw_chiller,hvac::performance_spec:蒸发器_接管直径,hvac:screw_chiller:performance_spec:蒸发器_接管直径_2,doc_14e954d4563b4a1b,R134a满液螺杆机组.pdf
ko_3a187728dc65e3df,COP,,screw_chiller,hvac::performance_spec:hvac::performance_spec:cop_cop_2,hvac:screw_chiller:performance_spec:cop,doc_34e59fab0b494f7d,08_麦克维尔单螺杆式冷水机组_WHS.C.pdf
ko_3ab0aaf4edda03b8,电压相不平衡率,,screw_chiller,hvac::performance_spec:电压相不平衡率,hvac:screw_chiller:performance_spec:电压相不平衡率,doc_988e2416d642411c,06_麦克维尔单螺杆式冷水机组_PFS.XE.pdf
ko_3ac3ed118a4deba0,压缩机输入功率,,screw_chiller,hvac::performance_spec:压缩机输入功率,hvac:screw_chiller:performance_spec:压缩机输入功率_2,doc_14e744733fa547fb,MAS风冷螺杆样本.pdf
ko_3b68d5be85651959,空调水泵功率,,air_cooled_modular_heat_pump,hvac::performance_spec:空调水泵功率,hvac:air_cooled_modular_heat_pump:performance_spec:空调水泵功率_2,doc_85ced8934a4e4cad,风冷冷水（热泵）空调热水机组2015JC12--CGHR16DH.pdf
ko_3b7d5fd4682f75f6,制冷剂,,screw_chiller,hvac::performance_spec:制冷剂,hvac:screw_chiller:performance_spec:制冷剂_2,doc_809485234940447b,03_麦克维尔单螺杆式冷水机组_PFS.pdf
ko_3ba99fe964826853,蒸发器冷冻水水流量 m³/h,,screw_chiller,hvac::performance_spec:蒸发器冷冻水水流量_m_h,hvac:screw_chiller:performance_spec:蒸发器冷冻水水流量_m_h_2,doc_9b62f6bb79334703,水冷螺杆式冷水机组满液r22E系列P-MSW-1310-V1.3-P.pdf
ko_3bdb1591b0310048,名义制热量工况,,screw_chiller,hvac::performance_spec:名义制热量工况,hvac:screw_chiller:performance_spec:名义制热量工况_2,doc_14e744733fa547fb,MAS风冷螺杆样本.pdf
ko_3c14d31c4ed39e32,运动粘度,,screw_chiller,hvac::performance_spec:运动粘度,hvac:screw_chiller:performance_spec:运动粘度_2,doc_1f7a3ec0bcfa44f1,LM系列螺杆机说明书.pdf
ko_3c33dfbdc9aed140,机外余压 (II),,ahu,hvac::performance_spec:机外余压_ii,hvac:ahu:performance_spec:机外余压_ii_2,doc_70d93ac2ac9c4fd4,美意空气处理机组7.9-2ok_OEM.pdf
ko_3c78d3811c54b7e9,额定电压,,air_cooled_modular_heat_pump,hvac::performance_spec:额定电压_额定电压,hvac:air_cooled_modular_heat_pump:performance_spec:额定电压,doc_ced95095a3c74169,风冷冷水(热泵)机组06001-2015LK1867--CGHR16DHAR--A2015CCC0703-2136935.pdf
ko_3d1e785f7a61872a,冷冻水出口温度,,screw_chiller,hvac::performance_spec:冷冻水出口温度,hvac:screw_chiller:performance_spec:冷冻水出口温度_2,doc_c964d83ab5794b32,H-A高效降膜定频螺杆.pdf
ko_3d54c1f3fa0d4d9d,冷凝器水压降,,screw_chiller,hvac::performance_spec:冷凝器水压降_冷凝器水压降,hvac:screw_chiller:performance_spec:冷凝器水压降_2,doc_308d5eac93674c21,090507辰星二代水源螺杆R134a.pdf
ko_3d7137787f369369,长×宽×高,,screw_chiller,hvac::performance_spec:长_宽_高,hvac:screw_chiller:performance_spec:长_宽_高_2,doc_809485234940447b,03_麦克维尔单螺杆式冷水机组_PFS.pdf
ko_3dbf167ffd51192d,实用制热工况下源水侧进水温度,,screw_chiller,hvac::performance_spec:实用制热工况下源水侧进水温度,hvac:screw_chiller:performance_spec:实用制热工况下源水侧进水温度_2,doc_9ed23ce5a2854e7c,0910_XH3水水螺杆C.pdf
ko_3e379e956dbb6132,冷水出口温度,,screw_chiller,hvac::performance_spec:冷水出口温度,hvac:screw_chiller:performance_spec:冷水出口温度_2,doc_727ebd66b2914838,风冷螺杆201103.pdf
ko_3e4f7548094ee22c,热水进出水温度,,ahu,hvac::performance_spec:热水进出水温度,hvac:ahu:performance_spec:热水进出水温度_2,doc_385b11a445794b02,VAC-2401-组合式空调机组.pdf
ko_3ee370c7183a5cb0,最低冷凝器进水温度,,centrifugal_chiller,hvac::performance_spec:hvac::performance_spec:最低冷凝器进水温度,hvac:centrifugal_chiller:performance_spec:最低冷凝器进水温度_2,doc_6de9539b3c82422e,10_麦克维尔两级压缩离心式冷水机组_WTC.pdf
ko_3eef07e8818833d7,供冷量,,ahu,hvac::performance_spec:供冷量,hvac:ahu:performance_spec:供冷量_2,doc_f97a69993a6e4511,VAH-2405-空气处理机组一吊顶系列.pdf
ko_3fd946022214d72c,名义工况下，机组全热回收，冷冻水进水温度,,screw_chiller,hvac::performance_spec:名义工况下_机组全热回收_冷冻水进水温度,hvac:screw_chiller:performance_spec:名义工况下_机组全热回收_冷冻水进水温度_2,doc_fd82ea40997c436d,10.10水冷螺杆式冷水机组满液r22E系列mswv0..pdf
ko_400c3b8d5de277d8,制冷最大运行工况 额定电流,,air_cooled_modular_heat_pump,hvac::performance_spec:制冷最大运行工况_额定电流,hvac:air_cooled_modular_heat_pump:performance_spec:制冷最大运行工况_额定电流_2,doc_ced95095a3c74169,风冷冷水(热泵)机组06001-2015LK1867--CGHR16DHAR--A2015CCC0703-2136935.pdf
ko_401145510bd0bbdf,名义工况下，机组全热回收，蒸发器侧进水温度,,screw_chiller,hvac::performance_spec:名义工况下_机组全热回收_蒸发器侧进水温度,hvac:screw_chiller:performance_spec:名义工况下_机组全热回收_蒸发器侧进水温度_2,doc_308d5eac93674c21,090507辰星二代水源螺杆R134a.pdf
ko_401c9552fdb9a68b,"名义工况下, 机组制热源水侧进水温度",,water_source_heat_pump,hvac::performance_spec:名义工况下_机组制热源水侧进水温度_名义工况下_机组制热源水侧进水温度,hvac:water_source_heat_pump:performance_spec:名义工况下_机组制热源水侧进水温度_2,doc_3b380fd616ba44f6,水水螺杆式水源热泵冷水机组满液134a青干系列手册.pdf
ko_4059e8b7e3c82a3a,冷凝器 水侧压降,,screw_chiller,hvac::performance_spec:冷凝器_水侧压降,hvac:screw_chiller:performance_spec:冷凝器_水侧压降_2,doc_45308079fca94508,MC-H水冷螺杆样本DJ-17-CA-01A.pdf
ko_40f6b532a1dacf44,冷冻油填充量,,screw_chiller,hvac::performance_spec:冷冻油填充量_冷冻油填充量_2,hvac:screw_chiller:performance_spec:冷冻油填充量,doc_fd82ea40997c436d,10.10水冷螺杆式冷水机组满液r22E系列mswv0..pdf
ko_4133e049d54a4ac2,冷水进水温度波动速率,,screw_chiller,hvac::performance_spec:冷水进水温度波动速率,hvac:screw_chiller:performance_spec:冷水进水温度波动速率_2,doc_552685ec8e6f4d83,螺杆机PFS-C007_CH1707-3000-A（新）.pdf
ko_419d890df3aaf931,压力损失,,screw_chiller,hvac::performance_spec:压力损失_压力损失_3,hvac:screw_chiller:performance_spec:压力损失,doc_b9f6ab162a964ef3,7，水冷螺杆冷水.pdf
ko_4221471d29114b84,盘管面积,,ahu,hvac::performance_spec:盘管面积,hvac:ahu:performance_spec:盘管面积_2,doc_f9572a136f664dc5,特灵组合式空气处理机组.pdf
ko_424dfe30f971d583,配置功率,,centrifugal_chiller,hvac::performance_spec:配置功率,hvac:centrifugal_chiller:performance_spec:配置功率_2,doc_2f81c916e5184295,MC-H系列高效降膜式离心机样本DJ-17-LA-01A.pdf
ko_424fdfc4f74be511,余热回收 水流量,,screw_chiller,hvac::performance_spec:余热回收_水流量,hvac:screw_chiller:performance_spec:余热回收_水流量_2,doc_308d5eac93674c21,090507辰星二代水源螺杆R134a.pdf
ko_42554e09603500de,制冷能效比EER,,screw_chiller,hvac::performance_spec:制冷能效比eer,hvac:screw_chiller:performance_spec:制冷能效比eer_2,doc_9773977431814c79,干式风冷螺杆式冷（热）水机组.pdf
ko_42cbc67a7b789a96,最大输入功率,,air_cooled_modular_heat_pump,hvac::performance_spec:最大输入功率,hvac:air_cooled_modular_heat_pump:performance_spec:最大输入功率_2,doc_ced95095a3c74169,风冷冷水(热泵)机组06001-2015LK1867--CGHR16DHAR--A2015CCC0703-2136935.pdf
ko_4391a9e3cbc2e379,室内机风量,,ahu,hvac::performance_spec:室内机风量,hvac:ahu:performance_spec:室内机风量_2,doc_4a258cffa37743c7,组合式风冷直膨热回收机组样本HC.pdf
ko_44e3614f57e1a038,电机功率,,ahu,hvac::performance_spec:电机功率,hvac:ahu:performance_spec:电机功率_2,doc_f97a69993a6e4511,VAH-2405-空气处理机组一吊顶系列.pdf
ko_453e92daf695e6ec,机组水侧标准设计压力,,screw_chiller,hvac::performance_spec:机组水侧标准设计压力_机组水侧标准设计压力_4,hvac:screw_chiller:performance_spec:机组水侧标准设计压力,doc_9b62f6bb79334703,水冷螺杆式冷水机组满液r22E系列P-MSW-1310-V1.3-P.pdf
ko_4547904b06d3e63b,蒸发器水流量,,screw_chiller,hvac::performance_spec:水流量_蒸发器水流量,hvac:screw_chiller:performance_spec:蒸发器水流量_2,doc_14e954d4563b4a1b,R134a满液螺杆机组.pdf
ko_454f668593e48843,名义工况下，机组全热回收，负载侧进水温度,,water_source_heat_pump,hvac::performance_spec:名义工况下_机组全热回收_负载侧进水温度,hvac:water_source_heat_pump:performance_spec:名义工况下_机组全热回收_负载侧进水温度_2,doc_5c7b31cc79e0467a,莫问系列R134a满液式水水螺杆水源热泵冷水机组样本.pdf
ko_45cb861c2f958ff8,高档输入功率,,ahu,hvac::performance_spec:高档输入功率,hvac:ahu:performance_spec:高档输入功率_2,doc_f97a69993a6e4511,VAH-2405-空气处理机组一吊顶系列.pdf
ko_45dd31cc28e3f650,标准工况: 进风湿球温度,,ahu,hvac::performance_spec:标准工况_进风湿球温度,hvac:ahu:performance_spec:标准工况_进风湿球温度_2,doc_4e98e79467814520,空气处理机组（超薄吊顶_青锋系列）p-MAH-V1.1-P.pdf
ko_4605857a9c359c0a,空调制热实测工况_热源侧湿球温度,,air_cooled_modular_heat_pump,hvac::performance_spec:制冷最大运行工况_干球温度_空调制热实测工况_热源侧湿球温度,hvac:air_cooled_modular_heat_pump:performance_spec:空调制热实测工况_热源侧湿球温度_2,doc_8394027d4c744e50,风冷冷水（热泵）空调热水机组2015JC15--CGHR16BH.pdf
ko_46862cfebc64d5e1,相对湿度,,screw_chiller,hvac::performance_spec:hvac::performance_spec:相对湿度,hvac:screw_chiller:performance_spec:相对湿度_2,doc_988e2416d642411c,06_麦克维尔单螺杆式冷水机组_PFS.XE.pdf
ko_46a1d9391cffe711,机组外形尺寸 (板式过滤器+盘管+风机) 宽,,ahu,hvac::performance_spec:机组外形尺寸_板式过滤器_盘管_风机_宽,hvac:ahu:performance_spec:机组外形尺寸_板式过滤器_盘管_风机_宽_2,doc_f9572a136f664dc5,特灵组合式空气处理机组.pdf
ko_476665b1c1bf1ff8,名义工况下，机组制冷源水侧进出水温度,,screw_chiller,hvac::performance_spec:名义工况下_机组制冷源水侧进出水温度_名义工况下_机组制冷源水侧进出水温度,hvac:screw_chiller:performance_spec:名义工况下_机组制冷源水侧进出水温度,doc_308d5eac93674c21,090507辰星二代水源螺杆R134a.pdf
ko_47efb30269327e6e,制冰冷量,,screw_chiller,hvac::performance_spec:制冰冷量,hvac:screw_chiller:performance_spec:制冰冷量,doc_e2b7a25c54bb445c,MWH1109XH01水水螺杆冷水机组（C系列R22）.pdf
ko_48db1a15b7c876c6,冷却水进出水管外径,,screw_chiller,hvac::performance_spec:冷冻水进出水管外径_冷却水进出水管外径,hvac:screw_chiller:performance_spec:冷却水进出水管外径,doc_809485234940447b,03_麦克维尔单螺杆式冷水机组_PFS.pdf
ko_49c46711e39ce71c,余热回收水流量,,screw_chiller,hvac::performance_spec:余热回收水流量,hvac:screw_chiller:performance_spec:余热回收水流量_2,doc_308d5eac93674c21,090507辰星二代水源螺杆R134a.pdf
ko_4abf50ff623a3780,名义工况下，负载侧进水温度,,screw_chiller,hvac::performance_spec:名义工况下_负载侧进水温度,hvac:screw_chiller:performance_spec:名义工况下_负载侧进水温度_2,doc_308d5eac93674c21,090507辰星二代水源螺杆R134a.pdf
